,psu_hh_idcode,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q11,Q14,Q17,Q18,Q19
9594,814_1_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,24.0,2.0
9595,154_3_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9596,186_1_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9597,571_2_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9598,834_6_2,2,2,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
9599,61_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9600,134_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9601,141_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9602,176_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9603,259_12_4,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9604,264_6_5,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9605,271_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9606,297_8_2,1,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
9607,306_1_1,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9608,362_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9609,377_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9610,391_5_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9611,398_9_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9612,414_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9613,416_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,12.0,2.0,2.0,14.0,2.0
9614,477_5_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9615,491_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9616,516_3_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9617,606_6_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9618,771_2_2,1,1,1,1.0,8.0,2.0,0.0,1.0,,2.0,2.0,14.0,2.0
9619,789_3_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9620,795_2_1,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9621,796_8_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9622,799_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9623,799_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9624,803_2_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9625,34_4_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9626,42_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9627,76_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9628,102_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9629,245_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9630,267_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9631,377_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9632,433_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9633,477_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9634,553_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9635,591_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9636,595_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9637,600_6_2,2,2,1,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9638,662_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9639,756_11_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9640,661_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9641,72_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9642,132_9_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9643,168_1_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9644,168_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9645,245_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9646,252_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9647,551_3_1,1,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,18.0,2.0
9648,805_6_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9649,240_4_2,1,1,1,5.0,5.0,6.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9650,732_7_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9651,732_7_2,1,1,1,4.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9652,264_2_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9653,439_9_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9654,440_9_2,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9655,724_10_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9656,734_8_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9657,667_3_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,2.0,25.0,2.0
9658,174_4_2,1,1,1,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,9.0,2.0
9659,496_1_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9660,439_7_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9661,425_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9662,427_8_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9663,795_4_2,1,1,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
9664,801_5_2,1,1,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
9665,85_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9666,130_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9667,173_11_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9668,175_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9669,198_5_2,1,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9670,240_3_5,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9671,265_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9672,268_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9673,285_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9674,370_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9675,442_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9676,477_5_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9677,492_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9678,617_4_2,2,2,1,1.0,7.0,2.0,0.0,2.0,12.0,2.0,2.0,14.0,2.0
9679,653_1_2,1,1,1,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,2.0
9680,656_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9681,716_10_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9682,803_4_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9683,256_6_1,1,1,1,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9684,267_3_5,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9685,789_4_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9686,40_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9687,134_5_1,1,1,1,3.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9688,267_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9689,297_2_1,1,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,16.0,2.0
9690,123_11_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9691,198_8_1,2,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9692,241_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9693,257_9_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9694,262_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9695,375_8_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9696,443_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9697,443_8_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9698,579_8_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9699,719_12_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9700,719_12_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9701,778_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9702,796_1_1,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0
9703,796_4_2,1,1,1,5.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,18.0,2.0
9704,628_9_1,1,1,1,5.0,5.0,6.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9705,269_3_1,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9706,5_9_1,1,1,1,6.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,24.0,2.0
9707,375_7_1,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9708,510_6_2,2,1,1,1.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9709,265_4_1,1,1,1,1.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9710,257_7_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9711,257_9_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9712,801_7_2,1,1,1,1.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,13.0,2.0
9713,173_11_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9714,243_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9715,263_5_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9716,278_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9717,281_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9718,297_7_2,2,1,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
9719,375_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9720,384_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9721,384_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9722,395_1_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9723,435_3_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9724,493_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9725,570_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9726,571_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9727,581_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9728,588_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,12.0,2.0,2.0,14.0,2.0
9729,607_9_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9730,627_10_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9731,813_10_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9732,61_4_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9733,86_8_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9734,266_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9735,495_8_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9736,547_8_2,1,1,1,1.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,2.0
9737,165_8_1,1,1,1,4.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,16.0,2.0
9738,86_1_1,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0
9739,131_2_2,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9740,170_4_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9741,197_8_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9742,205_2_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9743,243_11_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9744,255_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9745,260_6_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9746,371_7_1,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0
9747,372_3_2,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,18.0,2.0
9748,719_4_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9749,719_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9750,720_6_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9751,813_8_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9752,670_2_1,1,1,1,6.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,21.0,2.0
9753,677_10_1,1,1,1,6.0,4.0,9.0,0.0,2.0,13.0,2.0,2.0,22.0,2.0
9754,426_1_1,1,1,1,6.0,5.0,9.0,0.0,2.0,2.0,2.0,2.0,23.0,2.0
9755,268_7_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9756,280_1_7,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9757,606_4_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9758,608_10_1,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9759,651_9_1,2,2,1,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,2.0
9760,367_3_1,1,1,1,1.0,5.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
9761,121_9_1,2,2,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9762,180_1_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9763,276_7_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9764,414_7_2,2,2,1,1.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9765,628_8_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9766,746_4_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9767,748_1_6,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9768,800_3_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9769,44_11_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9770,86_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9771,172_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9772,183_1_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9773,243_6_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9774,255_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9775,264_5_5,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9776,340_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9777,394_1_5,1,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9778,434_9_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9779,467_3_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9780,491_3_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9781,491_6_1,1,1,1,1.0,8.0,2.0,0.0,1.0,,2.0,2.0,14.0,2.0
9782,492_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9783,496_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9784,579_2_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9785,604_3_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9786,608_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9787,731_10_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9788,786_3_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9789,339_8_3,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9790,550_1_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9791,550_7_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9792,661_5_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9793,734_12_1,1,1,1,3.0,2.0,4.0,0.0,2.0,13.0,2.0,2.0,16.0,2.0
9794,168_1_1,1,1,1,5.0,4.0,6.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9795,205_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9796,256_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9797,491_1_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9798,579_5_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9799,719_7_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9800,728_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9801,734_9_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
9802,341_7_1,1,1,1,3.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9803,788_7_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,19.0,2.0
9804,435_2_2,2,2,1,4.0,3.0,5.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9805,496_5_2,1,1,1,5.0,5.0,6.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9806,545_5_2,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,20.0,2.0
9807,632_2_1,1,1,1,6.0,4.0,9.0,2.0,2.0,2.0,2.0,2.0,22.0,2.0
9808,732_6_2,1,1,1,6.0,4.0,9.0,0.0,2.0,2.0,2.0,2.0,22.0,2.0
9809,174_6_2,1,1,1,6.0,4.0,9.0,2.0,2.0,2.0,2.0,2.0,23.0,2.0
9810,433_5_2,1,1,1,6.0,5.0,9.0,0.0,2.0,2.0,2.0,2.0,23.0,2.0
9811,133_1_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9812,385_2_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9813,571_1_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,10.0,2.0
9814,106_1_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,11.0,2.0
9815,432_4_2,1,1,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9816,432_8_2,1,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9817,439_4_2,2,2,1,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,12.0,2.0
9818,265_7_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9819,398_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9820,626_3_5,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9821,628_5_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,13.0,2.0
9822,133_1_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9823,135_12_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9824,252_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9825,270_10_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9826,271_2_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9827,297_6_1,2,2,1,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,14.0,2.0
9828,341_6_6,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9829,377_4_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9830,388_6_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9831,414_6_2,1,1,1,1.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9832,440_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9833,502_1_6,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9834,581_12_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9835,605_6_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9836,624_5_2,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9837,629_7_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9838,696_1_2,2,2,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9839,794_4_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9840,796_3_2,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9841,803_4_1,1,1,1,1.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,2.0
9842,805_4_2,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9843,832_9_1,1,1,1,1.0,7.0,2.0,0.0,2.0,2.0,2.0,2.0,14.0,2.0
9844,432_8_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9845,799_9_1,1,1,1,1.0,8.0,2.0,0.0,2.0,2.0,2.0,2.0,15.0,2.0
9846,62_2_1,1,1,1,2.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,18.0,2.0
