,psu_hh_idcode,subjectivePoverty_rating
2629,587_11_2,7
2630,668_3_1,1
2631,340_5_1,3
2632,34_7_1,4
2633,366_11_1,5
2634,686_6_1,7
2635,766_5_2,2
2636,666_6_1,2
2637,14_9_1,5
2638,174_8_2,5
2639,326_2_1,2
2640,28_5_1,4
2641,499_2_1,5
2642,11_4_1,4
2643,110_2_1,3
2644,566_1_1,5
2645,58_7_1,3
2646,732_6_1,8
2647,69_9_1,4
2648,779_7_1,6
2649,576_4_2,5
2650,701_1_2,6
2651,498_1_1,5
2652,785_4_2,5
2653,431_1_2,3
2654,307_8_1,4
2655,292_3_2,3
2656,699_6_1,5
2657,269_4_1,6
2658,654_9_1,3
2659,814_2_1,6
2660,82_4_1,5
2661,89_5_1,3
2662,712_7_1,7
2663,431_3_1,5
2664,366_4_1,5
2665,558_3_1,3
2666,179_1_1,4
2667,153_1_2,5
2668,674_7_6,3
2669,241_5_1,3
2670,638_2_2,9
2671,418_9_1,2
2672,40_3_1,3
2673,425_6_1,4
2674,179_7_2,7
2675,413_3_1,5
2676,456_1_1,6
2677,440_3_1,6
2678,674_5_2,4
2679,690_7_1,5
2680,496_6_1,7
2681,613_5_1,4
2682,781_8_1,3
2683,834_9_1,5
2684,454_2_1,3
2685,86_5_1,4
2686,610_9_2,2
2687,560_2_1,4
2688,548_1_1,5
2689,307_9_1,6
2690,485_2_1,2
2691,41_8_1,5
2692,443_4_1,6
2693,745_8_1,3
2694,273_2_1,4
2695,404_4_2,7
2696,553_7_1,4
2697,721_5_2,8
2698,364_8_1,3
2699,566_9_1,3
2700,747_6_3,5
2701,210_5_3,8
2702,44_9_1,4
2703,546_5_1,3
2704,204_4_1,4
2705,545_4_1,1
2706,352_6_1,8
2707,476_8_2,5
2708,109_10_1,7
2709,591_11_1,1
2710,522_4_1,5
2711,378_2_2,5
2712,278_5_1,6
2713,775_9_2,5
2714,266_4_1,3
2715,736_7_1,8
2716,532_3_1,5
2717,11_6_1,4
2718,438_9_4,6
2719,235_6_1,4
2720,658_4_1,1
2721,331_3_1,5
2722,713_10_1,6
2723,793_6_2,7
2724,62_7_2,5
2725,460_4_1,6
2726,316_8_1,5
2727,481_3_2,8
2728,353_4_1,4
2729,429_7_1,6
2730,159_7_1,4
2731,608_1_1,3
2732,426_1_1,6
2733,459_5_1,8
2734,689_6_1,3
2735,78_3_1,4
2736,792_2_2,5
2737,498_6_1,4
2738,461_2_1,3
2739,565_1_1,4
2740,646_2_2,3
2741,793_2_2,7
2742,177_10_1,6
2743,276_3_1,4
2744,657_6_1,1
2745,622_3_1,7
2746,109_7_1,6
2747,295_8_1,4
2748,251_8_1,2
2749,365_7_2,5
2750,576_9_2,3
2751,45_7_1,4
2752,146_4_1,7
2753,633_5_1,3
2754,348_7_1,5
2755,806_9_1,4
2756,524_2_1,3
2757,418_2_1,3
2758,823_2_1,3
2759,237_3_2,4
2760,73_4_1,4
2761,464_5_1,5
2762,405_7_1,6
2763,212_4_1,5
2764,108_9_1,3
2765,564_2_1,6
2766,511_2_1,6
2767,298_6_1,5
2768,298_4_1,5
2769,587_4_1,6
2770,763_3_1,6
2771,688_8_2,7
2772,140_5_1,6
2773,193_8_1,3
2774,569_6_1,3
2775,720_9_1,8
2776,767_4_2,5
2777,407_3_2,4
2778,562_3_1,4
2779,666_1_1,2
2780,608_10_1,2
2781,613_7_3,3
2782,542_3_2,7
2783,313_7_1,4
2784,798_4_2,5
2785,528_3_1,5
2786,738_7_1,3
2787,739_7_1,3
2788,821_6_1,8
2789,375_3_4,6
2790,627_12_1,2
2791,795_6_1,5
2792,380_10_1,5
2793,463_6_1,3
2794,619_12_1,5
2795,553_4_1,6
2796,800_4_1,3
2797,257_9_1,3
2798,223_1_1,5
2799,505_6_1,4
2800,318_2_1,4
2801,667_7_1,2
2802,416_2_1,6
2803,200_1_1,8
2804,216_4_1,4
2805,778_7_1,9
2806,327_7_1,3
2807,566_4_1,8
2808,62_3_1,7
2809,701_3_1,6
2810,126_8_2,4
2811,486_7_2,3
2812,314_1_1,5
2813,524_8_1,5
2814,290_6_1,1
2815,320_6_1,7
2816,178_2_2,7
2817,4_2_1,4
2818,302_4_1,4
2819,140_2_2,5
2820,834_5_1,5
2821,195_1_2,3
2822,776_4_4,6
2823,730_4_2,8
2824,369_10_1,2
2825,55_2_1,7
2826,454_6_1,5
2827,333_1_1,3
2828,520_3_1,5
2829,564_8_1,7
2830,496_3_1,6
2831,579_3_1,1
2832,787_7_1,6
2833,619_2_1,6
2834,467_8_4,5
2835,315_8_1,5
2836,802_4_2,6
2837,138_9_1,5
2838,380_6_1,6
2839,468_7_1,2
2840,500_6_1,5
2841,618_6_1,3
2842,578_8_1,6
2843,25_3_1,4
2844,77_9_1,4
2845,81_4_1,4
2846,659_3_1,2
2847,381_1_1,2
2848,348_2_1,4
2849,801_1_1,5
2850,379_1_1,2
2851,42_3_1,3
2852,277_1_1,4
2853,782_10_1,4
2854,481_8_1,9
2855,334_8_1,7
2856,510_8_1,4
2857,61_4_1,5
2858,303_7_1,3
2859,326_5_1,2
2860,90_9_1,4
2861,385_11_1,3
2862,258_8_1,2
2863,351_5_1,3
2864,321_8_1,4
2865,556_4_1,6
2866,5_1_1,5
2867,84_1_1,5
2868,656_3_1,3
2869,718_4_1,2
2870,181_6_2,3
2871,375_1_2,3
2872,350_2_1,3
2873,372_7_1,3
2874,813_7_2,3
2875,214_3_1,5
2876,834_1_1,6
2877,811_7_1,3
2878,812_5_2,2
2879,452_2_2,3
2880,742_1_1,4
2881,15_10_4,3
2882,285_8_1,7
2883,176_2_2,1
2884,93_5_1,8
2885,308_2_1,1
2886,22_3_1,1
2887,68_6_1,4
2888,557_7_1,5
2889,771_3_2,6
2890,639_4_2,5
2891,384_7_2,3
2892,423_7_1,4
2893,85_3_1,5
2894,453_1_1,4
2895,367_1_1,2
2896,227_9_1,2
2897,398_9_1,5
2898,263_7_1,6
2899,611_1_1,4
2900,827_4_1,4
2901,702_10_2,7
2902,263_8_1,7
2903,757_1_1,8
2904,436_8_1,3
2905,194_5_1,1
2906,525_4_1,6
2907,622_9_1,6
2908,45_5_1,2
2909,409_10_1,2
2910,420_12_1,4
2911,577_2_1,4
2912,318_1_1,4
2913,789_3_1,3
2914,594_4_3,8
2915,297_8_2,5
2916,132_5_2,4
2917,291_3_1,5
2918,531_10_1,6
2919,537_1_1,6
2920,219_8_1,5
2921,580_5_1,1
2922,222_5_1,7
2923,150_8_1,6
2924,235_7_1,3
2925,334_6_1,6
2926,253_3_1,4
2927,251_7_1,2
2928,676_7_2,7
2929,186_3_2,2
2930,42_1_1,3
2931,82_1_1,6
2932,381_7_1,4
2933,141_5_1,4
2934,432_9_1,5
2935,349_6_1,4
2936,459_4_1,7
2937,809_8_1,4
2938,442_2_1,5
2939,435_8_1,4
2940,698_3_2,5
2941,158_4_1,4
2942,471_1_1,6
2943,694_9_1,5
2944,678_5_1,4
2945,190_9_1,4
2946,173_3_2,6
2947,609_1_1,5
2948,128_9_2,5
2949,624_3_1,6
2950,365_8_2,4
2951,447_1_2,9
2952,806_3_1,2
2953,758_9_2,6
2954,115_1_1,5
2955,358_3_1,5
2956,566_2_1,5
2957,210_4_1,6
2958,219_3_1,3
2959,547_9_2,3
2960,218_1_1,3
2961,204_9_1,7
2962,640_11_2,8
2963,54_9_1,3
2964,227_1_1,3
2965,529_9_1,6
2966,779_9_1,7
2967,519_5_1,6
2968,30_3_1,8
2969,745_5_1,2
2970,278_9_1,6
2971,502_6_2,5
2972,665_8_1,2
2973,531_3_1,3
2974,743_12_3,2
2975,244_5_1,7
2976,637_8_2,7
2977,740_2_4,3
2978,513_5_1,7
2979,763_6_2,7
2980,250_7_1,5
2981,335_1_1,5
2982,491_4_1,7
2983,279_2_1,4
2984,139_3_1,5
2985,687_8_2,6
2986,103_3_1,4
2987,388_8_1,3
2988,568_8_1,5
2989,568_3_1,6
2990,606_2_1,3
2991,213_2_1,2
2992,396_6_1,3
2993,18_1_1,2
2994,500_8_1,4
2995,715_4_2,6
2996,453_10_1,3
2997,739_1_1,4
2998,148_5_1,4
2999,707_1_2,3
3000,112_1_1,10
3001,374_5_1,4
3002,808_2_1,7
3003,305_10_1,4
3004,490_5_2,7
3005,449_9_2,8
3006,103_2_1,3
3007,139_9_1,6
3008,520_5_1,6
3009,293_8_1,2
3010,615_2_1,5
3011,546_9_1,3
3012,159_1_1,6
3013,124_8_1,5
3014,500_3_1,3
3015,218_4_1,3
3016,599_7_1,7
3017,714_5_3,5
3018,45_2_1,4
3019,635_12_1,3
3020,384_4_1,2
3021,727_2_1,3
3022,187_2_1,3
3023,583_1_3,6
3024,558_2_1,5
3025,154_5_1,4
3026,663_3_1,1
3027,834_3_1,6
3028,731_6_1,9
3029,828_4_2,6
3030,618_10_1,3
3031,827_2_1,3
3032,7_6_1,4
3033,483_3_1,8
3034,427_4_1,4
3035,20_9_1,3
3036,569_10_1,8
3037,199_6_1,6
3038,199_8_1,5
3039,185_8_1,1
3040,184_7_1,3
3041,475_2_1,3
3042,807_3_1,3
3043,393_11_1,1
3044,260_12_1,4
3045,817_2_2,5
3046,668_5_1,3
3047,822_9_1,6
3048,405_1_1,8
3049,354_9_1,4
3050,55_5_1,4
3051,768_5_1,1
3052,371_2_1,6
3053,667_6_1,2
3054,199_7_1,2
3055,348_6_1,4
3056,614_1_2,2
3057,199_9_1,4
3058,502_7_1,3
3059,122_13_2,2
3060,155_7_2,4
3061,370_1_1,6
3062,293_12_1,2
3063,386_4_1,3
3064,816_5_1,7
3065,541_2_1,5
3066,712_2_3,5
3067,280_1_1,8
3068,418_8_1,2
3069,188_2_1,4
3070,57_2_1,5
3071,297_3_1,7
3072,644_2_1,6
3073,303_9_1,5
3074,748_5_2,5
3075,734_4_1,8
3076,464_2_1,5
3077,194_8_3,2
3078,739_3_1,3
3079,144_5_2,7
3080,545_5_1,5
3081,262_7_1,1
3082,165_2_1,1
3083,253_1_1,3
3084,505_3_1,3
3085,784_3_1,5
3086,532_9_1,5
3087,173_6_2,7
3088,711_6_1,5
3089,52_6_1,6
3090,118_8_2,3
3091,101_2_1,7
3092,344_10_1,5
3093,608_9_1,2
3094,673_1_2,4
3095,33_1_1,5
3096,818_6_2,6
3097,280_5_1,8
3098,81_8_1,4
3099,221_8_2,1
3100,571_1_1,5
3101,620_3_1,6
3102,774_5_2,7
3103,462_6_1,2
3104,415_8_1,5
3105,4_1_1,5
3106,137_2_1,6
3107,746_5_1,4
3108,337_12_2,6
3109,410_11_1,4
3110,15_2_1,3
3111,356_3_1,3
3112,290_1_1,3
3113,722_6_2,6
3114,8_1_2,4
3115,164_6_1,2
3116,87_8_1,4
3117,607_2_1,3
3118,154_4_2,3
3119,251_1_2,3
3120,35_5_1,4
3121,671_7_1,4
3122,451_8_1,3
3123,230_3_1,5
3124,660_9_1,1
3125,86_3_1,6
3126,686_3_1,7
3127,603_2_1,3
3128,445_4_1,6
3129,143_2_1,4
3130,347_1_1,4
3131,557_4_1,4
3132,747_1_1,4
3133,466_4_1,4
3134,130_7_2,7
3135,648_10_2,8
3136,671_9_1,3
3137,169_6_1,6
3138,588_10_1,1
3139,616_3_1,7
3140,349_2_1,4
3141,436_6_1,4
3142,299_2_1,7
3143,374_6_2,4
3144,15_7_4,4
3145,725_3_1,5
3146,830_9_1,5
3147,391_1_1,2
3148,631_8_1,3
3149,406_11_4,7
3150,503_3_1,4
3151,353_5_1,2
3152,449_4_2,8
3153,709_1_2,6
3154,694_2_1,7
3155,685_11_2,6
3156,11_2_2,4
3157,378_9_2,8
3158,247_10_1,7
3159,215_4_1,4
3160,816_8_2,6
3161,627_4_2,3
3162,596_2_1,8
3163,674_8_1,4
3164,244_3_1,4
3165,537_6_1,8
3166,458_8_2,5
3167,584_7_1,9
3168,202_4_1,4
3169,620_2_1,5
3170,449_1_1,7
3171,384_12_1,3
3172,501_5_1,5
3173,815_3_2,6
3174,815_9_2,4
3175,815_7_2,6
3176,577_4_2,4
3177,84_2_1,6
3178,275_4_1,4
3179,728_10_1,5
3180,709_6_1,5
3181,128_2_1,7
3182,70_6_1,3
3183,548_11_1,5
3184,718_2_2,5
3185,151_9_1,8
3186,470_3_1,3
3187,777_10_2,3
3188,189_7_1,6
3189,414_8_1,7
3190,542_1_1,8
3191,567_7_1,7
3192,567_9_1,10
3193,34_3_1,2
3194,467_11_1,3
3195,143_7_1,5
3196,396_4_1,2
3197,265_1_1,6
3198,457_1_1,7
3199,239_7_1,4
3200,480_11_1,4
3201,711_4_2,6
3202,83_1_1,4
3203,819_5_2,4
3204,597_3_1,4
3205,533_4_2,5
3206,125_9_1,6
3207,521_9_1,6
3208,355_4_1,5
3209,352_3_1,8
3210,224_1_1,5
3211,155_6_2,4
3212,694_5_1,5
3213,636_6_1,5
3214,595_5_2,5
3215,553_11_1,2
3216,676_8_2,5
3217,823_12_2,7
3218,274_4_1,6
3219,365_3_2,4
3220,142_10_2,6
3221,114_7_1,6
3222,548_12_1,4
3223,163_8_1,4
3224,778_3_1,6
3225,204_6_1,9
3226,191_4_1,2
3227,105_4_1,2
3228,45_9_1,2
3229,18_3_2,6
3230,38_5_1,3
3231,195_6_2,2
3232,126_4_1,6
3233,48_7_1,3
3234,578_4_1,6
3235,435_3_1,6
3236,96_2_1,4
3237,474_2_1,6
3238,605_4_1,4
3239,458_6_1,4
3240,483_4_2,6
3241,531_11_1,6
3242,674_2_1,4
3243,746_3_1,5
3244,176_3_2,1
3245,616_1_2,6
3246,715_12_1,6
3247,341_3_1,4
3248,242_7_2,5
3249,495_8_1,4
3250,758_12_2,8
3251,753_9_2,7
3252,476_7_1,5
3253,664_1_1,1
3254,383_1_2,3
3255,712_4_2,6
3256,439_8_2,6
3257,554_1_1,5
3258,336_7_1,4
3259,549_6_2,6
3260,8_3_1,4
3261,10_5_1,4
3262,100_5_1,5
3263,303_2_1,4
3264,669_1_1,3
3265,775_6_1,3
3266,99_2_1,6
3267,450_2_1,6
3268,812_8_2,3
3269,395_8_1,3
3270,389_4_1,4
3271,462_7_1,3
3272,278_4_1,5
3273,434_1_1,5
3274,714_4_2,4
3275,650_6_1,4
3276,427_6_1,5
3277,674_1_2,4
3278,643_5_3,7
3279,114_9_1,10
3280,272_6_1,4
3281,232_3_1,4
3282,289_9_1,2
3283,780_11_1,3
3284,158_2_1,3
3285,313_1_1,4
3286,628_8_1,6
3287,533_6_1,5
3288,148_3_2,3
3289,627_8_2,3
3290,681_10_1,5
3291,56_3_1,5
3292,175_9_2,3
3293,504_2_1,3
3294,560_5_1,4
3295,470_2_1,5
3296,635_6_2,5
3297,795_2_1,5
3298,132_8_2,6
3299,652_6_1,1
3300,410_8_1,6
3301,757_9_1,3
3302,471_6_4,7
3303,177_12_4,5
3304,297_7_2,5
3305,589_3_1,1
3306,461_5_1,4
3307,724_2_1,7
3308,672_5_1,3
3309,540_5_1,3
3310,584_6_1,6
3311,188_10_1,6
3312,671_3_3,1
3313,574_6_2,3
3314,552_3_1,2
3315,252_5_1,5
3316,631_10_2,3
3317,565_8_1,4
3318,475_3_1,3
3319,800_7_1,3
3320,444_2_2,6
3321,409_3_1,3
3322,672_3_1,6
3323,683_3_1,5
3324,547_8_1,3
3325,552_6_2,4
3326,1_11_1,6
3327,373_7_1,6
3328,312_1_1,6
3329,85_7_1,4
3330,243_12_1,4
3331,544_1_1,2
3332,767_6_7,4
3333,705_3_2,6
3334,640_1_2,8
3335,546_10_2,4
3336,327_1_1,3
3337,759_10_1,2
3338,532_7_1,4
3339,767_1_3,5
3340,454_3_2,6
3341,134_1_2,3
3342,362_8_2,3
3343,803_7_1,6
3344,545_2_2,2
3345,281_4_1,7
3346,185_3_1,4
3347,618_3_1,4
3348,237_2_1,5
3349,516_4_1,5
3350,132_7_2,4
3351,253_9_1,5
3352,718_11_1,3
3353,594_1_1,8
3354,333_5_1,5
3355,309_8_1,6
3356,428_5_1,7
3357,142_3_1,4
3358,183_6_2,3
3359,487_3_1,3
3360,754_7_1,6
3361,511_7_1,6
3362,805_12_2,7
3363,419_12_1,4
3364,372_3_1,6
3365,28_7_1,4
3366,772_10_1,5
3367,7_2_1,4
3368,72_6_1,3
3369,155_5_1,7
3370,634_5_2,3
3371,380_4_1,5
3372,808_9_1,6
3373,748_9_1,5
3374,286_7_2,2
3375,564_4_1,6
3376,34_4_1,3
3377,139_1_1,5
3378,289_3_2,4
3379,656_1_1,1
3380,242_11_1,6
3381,49_3_1,3
3382,213_6_1,5
3383,204_7_1,6
3384,494_5_1,7
3385,340_4_1,3
3386,510_6_1,8
3387,592_6_1,5
3388,729_3_2,5
3389,196_4_1,5
3390,346_2_1,3
3391,399_8_1,3
3392,534_2_1,4
3393,27_2_1,3
3394,114_8_1,9
3395,162_2_2,5
3396,629_7_1,3
3397,234_3_1,6
3398,231_3_1,5
3399,313_3_1,3
3400,682_11_1,5
3401,14_1_1,8
3402,120_9_1,5
3403,225_2_1,7
3404,262_2_1,6
3405,338_9_1,8
3406,42_4_1,2
3407,810_11_1,4
3408,735_2_2,6
3409,550_7_1,4
3410,308_7_1,5
3411,222_7_1,4
3412,585_9_2,6
3413,716_3_1,5
3414,543_5_1,3
3415,499_3_1,5
3416,676_12_2,7
3417,446_1_2,8
3418,823_5_2,4
3419,363_3_1,5
3420,700_12_1,5
3421,214_10_1,6
3422,636_8_3,8
3423,310_10_1,5
3424,593_6_1,7
3425,171_9_2,6
3426,22_6_1,4
3427,108_5_2,3
3428,612_8_1,3
3429,614_3_2,3
3430,416_3_1,8
3431,791_7_1,5
3432,726_10_1,8
3433,679_4_1,4
3434,445_1_2,5
3435,245_5_1,3
3436,415_1_1,4
3437,495_1_1,5
3438,478_8_1,5
3439,831_4_1,6
3440,255_10_1,3
3441,653_5_1,2
3442,745_6_1,2
3443,611_7_1,4
3444,426_5_1,4
3445,3_4_1,6
3446,629_2_2,1
3447,1_2_1,2
3448,272_9_1,4
3449,170_5_1,6
3450,620_4_1,6
3451,583_8_1,6
3452,354_7_1,3
3453,488_3_1,4
3454,50_6_1,8
3455,670_1_1,5
3456,390_2_1,3
3457,23_8_1,2
3458,659_4_3,1
3459,227_6_2,3
3460,802_3_2,5
3461,795_8_1,5
3462,103_1_1,2
3463,197_5_1,4
3464,577_3_1,4
3465,226_1_1,2
3466,286_2_1,2
3467,304_8_1,2
3468,742_11_1,4
3469,569_5_1,7
3470,630_8_1,2
3471,507_7_1,5
3472,719_5_1,8
3473,553_3_2,3
3474,229_7_1,4
3475,512_1_1,6
3476,691_3_2,6
3477,583_2_1,1
3478,598_2_1,5
3479,70_3_1,6
3480,145_10_1,4
3481,152_8_1,4
3482,484_5_3,7
3483,166_6_1,2
3484,508_2_1,6
3485,125_8_1,8
3486,88_5_1,6
3487,338_7_1,7
3488,624_6_1,5
3489,231_8_1,8
3490,612_4_1,2
3491,350_7_1,3
3492,182_8_1,2
3493,809_10_1,4
3494,458_1_1,4
3495,750_4_1,3
3496,109_3_1,4
3497,637_5_2,7
3498,206_5_1,3
3499,268_8_1,4
3500,563_4_1,4
3501,742_10_1,3
3502,763_4_1,4
3503,187_6_3,6
3504,478_1_1,5
3505,92_2_1,4
3506,552_4_2,4
3507,98_5_1,2
3508,328_6_1,2
3509,243_3_1,4
3510,486_4_1,3
3511,417_7_1,3
3512,139_8_1,5
3513,677_4_2,6
3514,745_3_1,2
3515,375_9_1,3
3516,300_5_1,3
3517,149_3_1,3
3518,252_1_1,4
3519,25_2_1,4
3520,190_5_1,4
3521,666_4_1,1
3522,73_3_1,4
3523,266_6_1,7
3524,179_9_2,7
3525,97_4_1,2
3526,324_7_1,6
3527,300_6_1,4
3528,826_8_1,5
3529,231_7_1,6
3530,17_4_1,6
3531,23_4_1,1
3532,744_8_1,5
3533,227_4_1,4
3534,533_3_1,5
3535,323_8_1,5
3536,537_5_1,2
3537,672_2_1,5
3538,332_6_1,3
3539,543_6_1,3
3540,260_5_1,3
3541,83_3_1,5
3542,238_1_2,4
3543,673_6_2,3
3544,326_10_1,2
3545,278_8_1,2
3546,789_4_1,5
3547,298_5_1,4
3548,181_11_2,2
3549,683_1_1,5
3550,43_9_1,4
3551,422_6_1,5
3552,536_2_1,4
3553,734_9_1,7
3554,317_1_1,2
3555,91_8_1,2
3556,656_5_1,3
3557,123_2_1,5
3558,448_1_1,6
3559,715_8_1,5
3560,242_2_2,6
3561,440_6_1,5
3562,802_5_2,5
3563,542_8_1,2
3564,812_9_2,6
3565,801_2_1,5
3566,163_4_1,4
3567,580_3_1,1
3568,765_10_2,7
3569,83_5_1,4
3570,224_7_1,6
3571,187_8_2,3
3572,738_11_1,2
3573,62_6_1,4
3574,637_3_1,7
3575,586_1_1,8
3576,824_10_1,7
3577,774_7_2,3
3578,767_8_2,3
3579,706_8_2,8
3580,136_8_1,1
3581,798_3_1,5
3582,474_5_2,7
3583,87_7_1,5
3584,160_7_1,4
3585,400_10_1,3
3586,588_4_1,1
3587,203_7_1,8
3588,321_3_1,8
3589,582_4_2,7
3590,564_3_1,5
3591,9_4_1,5
3592,217_5_2,4
3593,547_6_1,4
3594,284_10_1,8
3595,586_10_2,7
3596,485_1_1,3
3597,656_8_1,5
3598,103_5_1,2
3599,154_3_1,3
3600,210_6_1,7
3601,697_1_2,7
3602,359_5_1,5
3603,432_1_1,6
3604,680_8_1,7
3605,297_1_1,5
3606,470_5_2,2
3607,769_3_2,4
3608,315_2_1,4
3609,647_1_2,2
3610,341_5_1,6
3611,743_1_1,3
3612,709_12_2,8
3613,616_2_1,6
3614,143_10_2,1
3615,50_7_1,6
3616,768_7_1,4
3617,469_3_1,5
3618,99_3_1,5
3619,714_11_1,2
3620,556_5_2,7
3621,175_8_3,3
3622,208_8_1,6
3623,514_1_1,6
3624,605_6_1,3
3625,392_8_1,5
3626,425_9_1,4
3627,278_7_1,4
3628,123_6_2,4
3629,292_5_1,7
3630,163_3_2,5
3631,760_7_1,8
3632,549_1_1,5
3633,620_1_1,5
3634,11_3_2,4
3635,479_8_1,3
3636,538_8_1,7
3637,651_9_1,2
3638,656_6_1,1
3639,656_4_1,4
3640,502_8_1,3
3641,364_1_1,5
3642,53_8_1,6
3643,721_10_3,9
3644,239_1_2,4
3645,756_4_1,6
3646,192_4_2,5
3647,798_6_2,4
3648,196_6_1,4
3649,616_5_3,1
3650,453_7_1,3
3651,344_9_1,3
3652,105_8_1,4
3653,63_5_2,7
3654,506_1_1,8
3655,18_6_1,4
3656,688_9_1,3
3657,326_9_1,1
3658,686_4_1,7
3659,173_2_1,7
3660,647_10_2,8
3661,818_1_1,6
3662,284_5_1,7
3663,416_4_1,7
3664,470_1_1,4
3665,143_4_3,5
3666,283_3_1,7
3667,727_6_1,7
3668,106_7_1,3
3669,224_4_1,3
3670,538_5_1,6
3671,69_8_1,5
3672,821_7_1,1
3673,58_5_1,3
3674,253_6_1,4
3675,509_1_1,6
3676,119_5_7,5
3677,497_2_1,6
3678,483_2_1,7
3679,67_8_1,4
3680,408_11_1,3
3681,552_1_2,2
3682,229_6_1,3
3683,790_3_1,4
3684,735_8_2,6
3685,663_7_1,1
3686,561_6_1,4
3687,201_3_1,6
3688,280_8_1,9
3689,80_9_1,2
3690,805_11_2,4
3691,121_12_1,3
3692,704_4_1,6
3693,16_4_2,8
3694,211_4_1,4
3695,282_2_1,8
3696,574_2_1,7
3697,745_2_1,3
3698,134_7_2,1
3699,20_4_1,3
3700,288_2_1,2
3701,550_2_2,4
3702,565_2_1,4
3703,137_3_1,6
3704,755_1_2,5
3705,291_1_2,6
3706,368_10_1,1
3707,705_1_1,5
3708,37_1_1,1
3709,117_3_1,5
3710,364_7_2,5
3711,534_4_1,4
3712,647_4_2,5
3713,361_8_1,6
3714,746_7_2,5
3715,497_4_1,6
3716,407_2_2,8
3717,756_12_3,6
3718,376_2_1,5
3719,618_5_1,3
3720,168_2_2,7
3721,822_11_2,5
3722,118_11_1,5
3723,295_4_1,3
3724,662_4_1,3
3725,719_6_1,7
3726,777_4_2,3
3727,213_3_1,4
3728,784_8_1,6
3729,575_7_1,6
3730,830_2_2,5
3731,562_1_1,4
3732,587_12_1,7
3733,759_7_1,5
3734,124_2_1,4
3735,228_6_1,3
3736,532_8_1,6
3737,508_5_1,5
3738,796_3_1,5
3739,123_8_1,7
3740,564_9_1,6
3741,504_3_1,4
3742,758_11_2,7
3743,829_7_2,6
3744,597_7_1,5
3745,704_6_2,5
3746,185_2_1,1
3747,763_7_1,3
3748,710_2_1,6
3749,733_6_2,1
3750,283_4_1,8
3751,661_5_1,2
3752,183_2_1,5
3753,445_7_2,8
3754,175_5_1,1
3755,34_1_1,3
3756,444_6_1,8
3757,444_5_1,7
3758,344_8_1,5
3759,518_8_1,8
3760,337_9_1,5
3761,760_12_1,8
3762,597_6_1,4
3763,497_7_1,8
3764,117_2_2,6
3765,587_1_1,6
3766,650_3_1,4
3767,301_3_1,5
3768,273_4_1,4
3769,602_3_1,5
3770,465_1_1,3
3771,31_7_1,5
3772,200_4_1,4
3773,220_7_1,5
3774,811_5_1,5
3775,561_9_1,4
3776,116_7_1,7
3777,513_4_1,7
3778,615_8_2,6
3779,34_5_1,3
3780,84_6_1,3
3781,795_5_1,5
3782,833_6_1,4
3783,239_8_1,5
3784,680_7_2,3
3785,704_11_2,4
3786,145_1_1,5
3787,765_8_2,6
3788,698_5_2,6
3789,802_9_2,5
3790,625_9_1,4
3791,338_2_1,3
3792,325_1_1,5
3793,705_2_2,6
3794,223_6_1,3
3795,302_9_1,4
3796,377_7_2,2
3797,728_3_1,6
3798,289_5_1,2
3799,539_7_1,8
3800,462_4_1,2
3801,86_8_1,3
3802,240_5_1,4
3803,784_7_1,8
3804,77_6_1,3
3805,594_8_1,4
3806,385_2_2,3
3807,572_1_1,2
3808,401_2_1,4
3809,284_6_1,6
3810,800_2_2,3
3811,317_8_1,4
3812,5_9_1,4
3813,238_3_1,4
3814,207_2_1,5
3815,525_5_1,5
3816,33_3_1,3
3817,366_7_1,6
3818,305_6_1,7
3819,106_11_1,2
3820,353_9_1,5
3821,611_8_1,2
3822,418_6_1,2
3823,441_7_1,6
3824,707_2_2,4
3825,695_1_1,4
3826,539_4_1,7
3827,155_2_2,7
3828,141_11_1,5
3829,286_10_1,5
3830,247_2_1,1
3831,70_7_1,5
3832,114_1_1,6
3833,327_11_1,4
3834,394_1_2,5
3835,459_9_1,6
3836,61_5_1,5
3837,277_7_1,3
3838,166_1_1,3
3839,514_2_1,6
3840,320_7_1,6
3841,1_12_1,4
3842,458_4_1,1
3843,290_7_1,2
3844,706_7_1,4
3845,609_6_1,4
3846,624_8_1,6
3847,732_2_1,8
3848,182_3_2,1
3849,151_2_2,6
3850,304_5_1,8
3851,332_2_1,2
3852,227_8_2,5
3853,682_9_1,6
3854,341_8_1,4
3855,97_6_1,2
3856,285_4_1,7
3857,127_6_1,4
3858,755_7_1,1
3859,397_3_1,6
3860,134_4_2,3
3861,250_1_1,4
3862,160_6_3,5
3863,223_8_1,4
3864,795_4_1,5
3865,56_9_1,6
3866,111_1_1,6
3867,567_1_1,4
3868,484_7_3,7
3869,743_8_2,1
3870,342_1_2,3
3871,382_2_3,4
3872,707_5_1,7
3873,98_7_1,3
3874,332_5_1,4
3875,810_6_1,6
3876,219_6_1,4
3877,266_10_1,5
3878,283_6_1,7
3879,350_1_1,6
3880,304_1_1,8
3881,814_3_2,3
3882,718_7_2,5
3883,111_6_1,8
3884,673_3_2,4
3885,137_5_1,2
3886,604_1_1,3
3887,573_8_1,2
3888,67_7_1,6
3889,709_8_1,6
3890,305_11_1,5
3891,676_3_2,6
3892,613_6_1,5
3893,327_3_1,2
3894,683_7_1,5
3895,287_5_1,6
3896,216_8_1,4
3897,77_4_1,3
3898,466_3_1,2
