psu_hh_idcode,subjectivePoverty_rating,hhid,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
436_8_1,3,43608,2,1,59,0,0,2,1,2.0,0.0,2.0,13.0,2.0
436_9_1,4,43609,1,1,66,0,0,2,1,2.0,0.0,2.0,13.0,2.0
437_1_1,4,43701,1,1,76,0,0,3,1,1.0,1.0,2.0,13.0,2.0
437_2_1,4,43702,1,1,30,0,0,1,1,3.0,0.0,2.0,2.0,2.0
437_3_1,5,43703,2,1,56,0,0,1,1,9.0,0.0,2.0,2.0,2.0
437_5_1,4,43705,1,1,67,0,0,2,1,2.0,0.0,2.0,13.0,2.0
437_6_1,5,43706,1,1,76,0,0,2,1,2.0,0.0,2.0,13.0,2.0
437_8_1,4,43708,1,1,70,0,0,1,1,9.0,0.0,2.0,2.0,2.0
437_9_1,4,43709,1,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
438_5_1,6,43805,1,1,65,0,0,1,1,2.0,1.0,2.0,13.0,2.0
438_7_1,4,43807,1,1,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
438_9_4,6,43809,2,4,23,0,2,1,1,6.0,0.0,1.0,,2.0
438_10_2,8,43810,2,2,50,0,0,1,1,9.0,1.0,2.0,13.0,2.0
438_11_1,5,43811,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
439_1_2,5,43901,2,2,55,0,0,2,1,1.0,0.0,2.0,2.0,2.0
439_2_1,4,43902,1,1,63,0,0,1,1,9.0,1.0,2.0,13.0,2.0
439_4_2,5,43904,2,2,63,0,0,2,1,1.0,0.0,2.0,2.0,2.0
439_7_2,4,43907,2,2,60,0,0,2,1,1.0,0.0,2.0,2.0,2.0
439_8_2,6,43908,2,2,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
440_1_1,5,44001,1,1,39,0,1,1,1,9.0,0.0,2.0,2.0,2.0
440_3_1,6,44003,1,1,73,0,0,1,1,1.0,0.0,2.0,2.0,2.0
440_5_1,6,44005,1,1,43,0,0,1,1,2.0,0.0,2.0,2.0,2.0
440_6_1,5,44006,2,1,65,0,0,1,1,1.0,0.0,2.0,2.0,2.0
440_9_1,4,44009,1,1,64,0,0,1,1,3.0,0.0,2.0,2.0,2.0
441_1_1,3,44101,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
441_2_3,4,44102,1,4,19,0,2,1,1,3.0,0.0,1.0,,
441_3_1,3,44103,1,1,36,0,0,1,1,1.0,1.0,2.0,13.0,2.0
441_5_1,4,44105,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
441_6_3,6,44106,2,4,27,0,2,1,1,9.0,1.0,2.0,13.0,2.0
441_7_1,6,44107,1,1,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
441_9_2,5,44109,2,2,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
442_1_1,6,44201,1,1,68,0,0,1,1,2.0,0.0,2.0,2.0,2.0
442_2_1,5,44202,1,1,40,0,1,1,1,2.0,0.0,2.0,2.0,2.0
442_3_1,4,44203,1,1,55,0,0,1,1,3.0,0.0,2.0,2.0,2.0
442_6_1,4,44206,1,1,83,0,0,1,1,2.0,1.0,2.0,13.0,2.0
442_8_1,3,44208,1,1,70,0,0,3,1,0.0,1.0,2.0,13.0,2.0
443_1_1,5,44301,1,1,53,0,0,1,1,9.0,0.0,2.0,2.0,2.0
443_2_1,1,44302,1,1,52,0,0,1,1,6.0,0.0,2.0,2.0,2.0
443_3_1,4,44303,1,1,80,0,0,1,1,2.0,0.0,2.0,2.0,2.0
443_4_1,6,44304,1,1,55,0,0,1,1,9.0,0.0,2.0,2.0,2.0
443_5_1,9,44305,1,1,60,0,0,1,1,3.0,0.0,2.0,2.0,2.0
443_7_1,4,44307,1,1,74,0,0,1,1,2.0,0.0,2.0,2.0,2.0
443_8_1,6,44308,1,1,60,0,0,1,1,3.0,0.0,2.0,2.0,2.0
443_9_1,7,44309,1,1,38,0,2,1,1,3.0,0.0,2.0,2.0,2.0
444_1_1,7,44401,1,1,42,0,0,1,1,3.0,0.0,2.0,2.0,2.0
444_2_2,6,44402,2,2,44,0,0,1,1,3.0,0.0,2.0,2.0,2.0
444_3_2,8,44403,2,2,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
444_5_1,7,44405,1,1,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
444_6_1,8,44406,1,1,49,0,0,1,1,3.0,0.0,2.0,2.0,2.0
444_7_2,7,44407,2,2,47,0,0,1,1,2.0,0.0,2.0,2.0,2.0
444_8_1,8,44408,1,1,42,0,1,1,1,3.0,0.0,2.0,2.0,2.0
445_1_2,5,44501,2,2,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
445_2_1,8,44502,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
445_3_2,7,44503,2,2,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
445_4_1,6,44504,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
445_5_1,7,44505,1,1,51,0,0,1,1,3.0,0.0,2.0,13.0,2.0
445_7_2,8,44507,2,2,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
445_8_2,8,44508,2,2,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
446_1_2,8,44601,2,2,31,0,0,1,1,9.0,2.0,2.0,2.0,2.0
446_2_1,7,44602,1,1,51,0,0,1,1,2.0,0.0,2.0,2.0,2.0
446_5_1,7,44605,1,1,54,0,0,1,1,2.0,0.0,2.0,2.0,2.0
446_6_1,4,44606,1,1,28,0,1,1,1,2.0,0.0,2.0,2.0,2.0
446_7_1,5,44607,2,1,47,0,1,2,2,,,,,
446_8_1,6,44608,1,1,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
446_9_2,8,44609,2,2,33,0,0,1,1,2.0,0.0,2.0,2.0,2.0
447_1_2,9,44701,2,2,53,0,0,1,1,2.0,0.0,2.0,2.0,2.0
447_2_2,8,44702,2,2,25,0,0,1,1,2.0,0.0,2.0,2.0,2.0
447_3_2,7,44703,2,2,65,0,0,2,1,1.0,0.0,2.0,2.0,2.0
447_4_2,8,44704,2,2,40,0,0,1,1,2.0,0.0,2.0,13.0,2.0
447_5_2,8,44705,2,2,36,0,0,1,1,2.0,0.0,2.0,2.0,2.0
447_7_1,6,44707,1,1,30,0,1,1,1,2.0,0.0,2.0,2.0,2.0
447_8_2,8,44708,2,2,44,0,0,1,1,3.0,0.0,2.0,13.0,2.0
448_1_1,6,44801,1,1,82,0,0,1,1,1.0,0.0,2.0,2.0,2.0
448_2_1,6,44802,2,1,62,0,0,1,1,2.0,0.0,2.0,2.0,2.0
448_4_1,8,44804,1,1,57,0,0,1,1,2.0,0.0,2.0,2.0,2.0
448_6_1,8,44806,1,1,46,0,0,1,1,2.0,0.0,2.0,2.0,2.0
449_1_1,7,44901,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
449_5_2,8,44905,2,2,56,0,0,1,1,2.0,0.0,2.0,2.0,2.0
449_7_1,9,44907,1,1,60,0,0,1,1,2.0,0.0,2.0,2.0,2.0
449_8_2,9,44908,2,2,44,0,0,1,1,2.0,0.0,2.0,2.0,2.0
449_9_2,8,44909,2,2,45,0,0,1,1,9.0,0.0,2.0,2.0,2.0
449_10_2,8,44910,2,2,43,0,0,1,1,2.0,1.0,2.0,13.0,2.0
450_1_1,3,45001,1,1,68,0,0,1,1,2.0,1.0,2.0,13.0,2.0
450_2_1,6,45002,1,1,53,0,0,1,1,9.0,1.0,2.0,13.0,2.0
450_3_1,4,45003,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
450_4_1,4,45004,1,1,78,0,0,1,1,2.0,1.0,2.0,13.0,2.0
450_5_2,5,45005,2,2,48,0,0,1,1,2.0,1.0,2.0,13.0,2.0
450_10_1,5,45010,1,1,50,0,0,1,1,3.0,1.0,2.0,13.0,2.0
451_1_1,7,45101,1,1,65,0,0,1,1,2.0,1.0,2.0,13.0,2.0
451_4_1,5,45104,1,1,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
451_6_2,5,45106,2,2,51,0,0,1,1,2.0,1.0,2.0,13.0,2.0
451_7_1,1,45107,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
451_8_1,3,45108,2,1,79,0,0,3,2,,,,,
451_9_1,4,45109,1,1,47,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_1_1,4,45201,1,1,79,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_2_2,3,45202,2,2,49,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_3_2,5,45203,2,2,45,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_4_1,6,45204,1,1,50,0,0,3,2,,,,,
452_5_1,4,45205,1,1,61,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_6_1,3,45206,1,1,48,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_7_2,4,45207,2,2,37,0,0,1,1,2.0,1.0,2.0,13.0,2.0
452_8_1,6,45208,1,1,35,0,0,1,1,3.0,1.0,2.0,13.0,2.0
453_1_1,4,45301,1,1,64,0,0,1,1,6.0,3.0,2.0,13.0,2.0
453_2_1,4,45302,1,1,49,0,0,1,1,2.0,0.0,2.0,13.0,2.0
453_6_1,3,45306,1,1,52,0,0,1,1,6.0,3.0,2.0,13.0,2.0
453_7_1,3,45307,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
453_9_2,3,45309,2,1,37,0,0,1,1,2.0,3.0,2.0,13.0,2.0
453_10_1,3,45310,1,1,26,0,0,1,1,3.0,3.0,2.0,13.0,2.0
453_11_1,3,45311,1,1,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
453_12_1,3,45312,1,1,53,0,0,1,1,2.0,0.0,2.0,13.0,2.0
454_1_1,4,45401,1,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
454_2_1,3,45402,1,1,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
454_3_2,6,45403,2,2,42,0,0,1,1,9.0,0.0,2.0,13.0,2.0
454_4_1,7,45404,1,1,68,0,0,1,1,1.0,0.0,2.0,13.0,2.0
454_6_1,5,45406,1,1,49,5,1,1,1,6.0,0.0,2.0,13.0,2.0
454_7_1,2,45407,1,1,39,0,0,1,1,6.0,0.0,2.0,13.0,2.0
454_8_1,3,45408,1,1,41,6,0,1,1,2.0,0.0,2.0,13.0,2.0
455_2_1,5,45502,1,1,44,0,0,1,1,9.0,0.0,2.0,13.0,2.0
455_3_1,6,45503,1,1,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
455_4_1,5,45504,1,1,73,0,0,1,1,2.0,0.0,2.0,13.0,2.0
455_5_1,2,45505,1,1,58,0,0,1,1,2.0,1.0,2.0,13.0,2.0
455_6_1,6,45506,1,1,57,0,0,1,1,9.0,0.0,2.0,13.0,2.0
455_10_1,3,45510,2,1,62,0,0,2,1,1.0,0.0,2.0,13.0,2.0
456_1_1,6,45601,1,1,60,0,0,1,1,6.0,0.0,2.0,13.0,2.0
456_2_1,7,45602,1,1,49,0,0,1,1,9.0,0.0,2.0,13.0,2.0
456_4_1,8,45604,1,1,54,0,0,1,1,9.0,0.0,2.0,13.0,2.0
456_5_3,5,45605,1,4,43,0,2,1,1,3.0,0.0,2.0,13.0,2.0
456_10_1,6,45610,1,1,73,0,0,1,1,6.0,0.0,2.0,13.0,2.0
457_1_1,7,45701,1,1,67,0,0,1,1,9.0,0.0,2.0,13.0,2.0
457_2_1,6,45702,1,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
457_4_2,5,45704,2,2,53,0,0,1,1,6.0,0.0,2.0,13.0,2.0
457_6_1,7,45706,1,1,67,0,0,1,1,10.0,0.0,2.0,13.0,2.0
457_8_1,5,45708,1,1,84,0,0,2,1,5.0,0.0,2.0,13.0,2.0
457_10_1,5,45710,1,1,40,0,0,1,1,6.0,0.0,2.0,13.0,2.0
457_11_1,6,45711,1,1,29,0,0,1,1,9.0,0.0,2.0,13.0,2.0
457_12_1,6,45712,1,1,52,0,0,1,1,2.0,0.0,2.0,13.0,2.0
458_1_1,4,45801,2,1,66,0,0,2,1,1.0,0.0,2.0,13.0,2.0
458_3_1,4,45803,1,1,32,6,2,1,1,2.0,0.0,2.0,13.0,2.0
458_4_1,1,45804,1,1,20,0,2,1,1,2.0,0.0,2.0,13.0,2.0
458_5_1,2,45805,1,1,61,0,0,1,1,1.0,0.0,2.0,13.0,2.0
458_6_1,4,45806,1,1,36,0,1,1,1,6.0,0.0,2.0,13.0,2.0
458_7_1,6,45807,1,1,91,0,0,2,1,1.0,0.0,2.0,13.0,2.0
458_8_2,5,45808,2,2,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
458_9_1,6,45809,1,1,70,0,0,2,1,1.0,0.0,2.0,13.0,2.0
459_1_1,7,45901,1,1,44,0,0,1,1,9.0,1.0,2.0,13.0,2.0
459_2_1,6,45902,1,1,33,7,0,1,1,2.0,1.0,2.0,13.0,2.0
459_3_1,5,45903,1,1,40,2,0,1,1,3.0,1.0,2.0,13.0,2.0
459_4_1,7,45904,1,1,58,0,0,1,1,9.0,0.0,2.0,13.0,2.0
459_5_1,8,45905,1,1,64,0,0,1,1,9.0,0.0,2.0,13.0,2.0
459_9_1,6,45909,2,1,54,0,0,1,1,5.0,0.0,2.0,13.0,2.0
459_10_1,5,45910,1,1,46,0,1,1,1,3.0,1.0,2.0,12.0,2.0
459_11_1,5,45911,1,1,65,0,0,1,1,2.0,0.0,2.0,13.0,2.0
460_1_1,7,46001,1,1,50,0,0,1,1,9.0,1.0,2.0,13.0,2.0
460_3_1,7,46003,1,1,36,8,0,1,1,3.0,1.0,2.0,4.0,2.0
460_4_1,6,46004,1,1,57,0,0,1,1,3.0,0.0,2.0,13.0,2.0
460_7_1,5,46007,1,1,47,0,0,1,1,3.0,1.0,2.0,13.0,2.0
460_11_1,6,46011,1,1,52,0,0,1,1,3.0,0.0,2.0,13.0,2.0
461_1_1,4,46101,1,1,72,0,0,2,1,1.0,1.0,2.0,13.0,2.0
461_2_1,3,46102,1,1,64,0,0,2,1,1.0,1.0,2.0,13.0,2.0
461_3_1,4,46103,1,1,60,0,0,1,1,1.0,1.0,2.0,13.0,2.0
461_5_1,4,46105,1,1,62,0,0,1,1,3.0,1.0,2.0,13.0,2.0
461_6_1,3,46106,1,1,40,0,0,2,2,,,,,
461_7_1,3,46107,1,1,63,0,0,1,1,2.0,1.0,2.0,13.0,2.0
461_8_1,4,46108,1,1,51,0,0,1,1,9.0,1.0,2.0,13.0,2.0
461_10_1,4,46110,1,1,68,0,1,2,1,2.0,1.0,2.0,13.0,2.0
462_2_1,3,46202,1,1,50,0,0,1,1,2.0,1.0,2.0,13.0,2.0
462_3_1,3,46203,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
462_4_1,2,46204,1,1,34,0,1,1,1,2.0,1.0,2.0,13.0,2.0
462_5_1,3,46205,1,1,28,0,1,1,1,3.0,1.0,2.0,13.0,2.0
462_6_1,2,46206,1,1,48,0,0,1,1,2.0,1.0,2.0,13.0,2.0
462_7_1,3,46207,1,1,27,3,2,1,1,2.0,1.0,2.0,13.0,2.0
462_8_7,4,46208,1,7,74,0,0,1,1,2.0,1.0,2.0,13.0,2.0
463_3_1,6,46303,1,1,53,4,0,1,1,2.0,0.0,2.0,13.0,2.0
463_4_1,4,46304,1,1,58,0,0,1,1,2.0,0.0,2.0,13.0,2.0
463_5_2,5,46305,2,2,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
463_6_1,3,46306,1,1,47,0,2,1,1,3.0,0.0,2.0,13.0,2.0
463_8_2,7,46308,2,2,29,0,0,1,1,3.0,1.0,2.0,13.0,2.0
464_2_1,5,46402,1,1,52,2,0,1,1,4.0,0.0,2.0,13.0,2.0
464_4_1,5,46404,1,1,59,0,0,1,1,3.0,0.0,2.0,13.0,2.0
464_5_1,5,46405,1,1,36,4,0,1,1,3.0,1.0,2.0,13.0,2.0
464_7_3,6,46407,2,4,23,0,2,1,1,7.0,1.0,1.0,,
464_8_1,5,46408,1,1,46,2,1,1,1,2.0,0.0,2.0,13.0,2.0
464_9_1,6,46409,1,1,55,0,0,1,1,2.0,0.0,2.0,13.0,2.0
464_11_1,5,46411,1,1,25,0,1,1,1,3.0,1.0,2.0,13.0,2.0
465_1_1,3,46501,1,1,52,0,1,1,1,1.0,1.0,2.0,13.0,2.0
465_2_1,4,46502,1,1,42,0,0,1,1,2.0,1.0,2.0,13.0,2.0
465_4_1,4,46504,1,1,63,0,0,1,1,2.0,1.0,2.0,13.0,2.0
465_5_1,4,46505,1,1,45,0,0,1,1,3.0,1.0,2.0,13.0,2.0
465_8_1,3,46508,1,1,41,0,0,1,1,2.0,1.0,2.0,13.0,2.0
465_9_1,3,46509,1,1,41,0,0,1,1,3.0,1.0,2.0,13.0,2.0
465_10_1,3,46510,1,1,31,0,0,1,1,2.0,1.0,2.0,13.0,2.0
466_2_1,2,46602,1,1,59,0,0,1,1,2.0,1.0,2.0,13.0,2.0
466_3_1,2,46603,1,1,26,0,0,1,1,2.0,1.0,2.0,13.0,2.0
466_4_1,4,46604,1,1,61,0,0,1,1,3.0,1.0,2.0,13.0,2.0
466_6_1,5,46606,1,1,53,0,0,1,1,2.0,1.0,2.0,13.0,2.0
466_7_1,4,46607,1,1,65,0,0,2,1,2.0,1.0,2.0,13.0,2.0
466_8_1,2,46608,1,1,36,0,0,1,1,3.0,1.0,2.0,13.0,2.0
467_2_1,4,46702,1,1,68,0,0,1,1,3.0,0.0,2.0,2.0,2.0
467_3_3,4,46703,1,4,34,0,2,1,1,3.0,0.0,2.0,2.0,2.0
467_4_2,4,46704,1,4,42,0,1,1,1,3.0,0.0,2.0,2.0,2.0
467_8_4,5,46708,2,9,36,0,0,1,1,3.0,0.0,2.0,2.0,2.0
467_9_1,3,46709,1,1,65,0,0,1,1,4.0,0.0,2.0,2.0,2.0
467_11_1,3,46711,2,1,48,0,0,1,1,3.0,0.0,2.0,2.0,2.0
467_12_1,4,46712,1,1,49,0,1,1,1,3.0,0.0,2.0,2.0,2.0
468_4_1,5,46804,2,1,61,0,0,2,1,2.0,1.0,2.0,13.0,2.0
468_5_1,1,46805,1,1,67,0,0,2,2,,,,,
468_6_2,7,46806,1,4,40,0,1,1,1,3.0,1.0,2.0,13.0,2.0
468_7_1,2,46807,1,1,54,0,0,1,1,2.0,1.0,2.0,13.0,2.0
468_9_1,6,46809,1,1,62,0,0,1,1,2.0,1.0,2.0,13.0,2.0
468_12_1,6,46812,1,1,68,0,0,1,1,2.0,1.0,2.0,13.0,2.0
469_3_1,5,46903,1,1,63,0,0,2,1,2.0,0.0,2.0,13.0,2.0
469_6_2,3,46906,2,2,67,0,0,2,1,2.0,1.0,2.0,13.0,2.0
469_8_1,3,46908,2,1,82,0,0,2,1,2.0,0.0,2.0,13.0,2.0
469_12_2,5,46912,2,2,45,0,0,1,1,3.0,2.0,2.0,13.0,2.0
470_1_1,4,47001,1,1,52,0,0,1,1,3.0,1.0,2.0,13.0,2.0
470_2_1,5,47002,1,1,67,0,0,2,1,2.0,0.0,2.0,13.0,2.0
470_3_1,3,47003,1,1,72,0,0,2,1,2.0,0.0,2.0,13.0,2.0
470_4_1,3,47004,1,1,49,0,1,1,1,3.0,1.0,2.0,13.0,2.0
470_5_2,2,47005,2,2,56,0,0,1,1,3.0,1.0,2.0,13.0,2.0
470_7_1,3,47007,1,1,65,0,0,2,1,2.0,0.0,2.0,13.0,2.0
470_8_2,2,47008,2,2,50,0,0,1,1,3.0,1.0,2.0,13.0,2.0
471_1_1,6,47101,1,1,62,0,0,1,1,5.0,1.0,2.0,13.0,2.0
471_2_2,7,47102,2,1,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
471_3_2,7,47103,2,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
471_6_4,7,47106,1,1,66,0,0,1,1,2.0,1.0,2.0,13.0,2.0
471_7_2,7,47107,2,1,28,0,0,1,1,3.0,0.0,2.0,13.0,2.0
472_1_1,6,47201,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
472_2_1,5,47202,1,1,50,0,0,3,2,,,,,
472_4_1,8,47204,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
472_5_1,8,47205,1,1,55,12,0,1,1,5.0,1.0,2.0,13.0,2.0
472_9_1,8,47209,1,1,61,0,0,1,1,9.0,1.0,2.0,13.0,2.0
472_10_1,7,47210,1,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
473_2_1,4,47302,1,1,48,0,0,1,1,3.0,0.0,2.0,2.0,2.0
473_6_2,5,47306,2,2,41,0,0,1,1,3.0,2.0,2.0,2.0,2.0
473_7_2,3,47307,2,2,51,0,0,2,1,2.0,1.0,2.0,13.0,2.0
473_9_1,4,47309,1,1,74,0,0,1,1,2.0,0.0,2.0,2.0,2.0
473_10_1,4,47310,1,1,51,0,0,2,1,3.0,0.0,2.0,2.0,2.0
473_11_1,4,47311,1,1,55,0,0,1,1,3.0,0.0,2.0,13.0,2.0
474_1_1,7,47401,1,1,42,0,0,1,1,9.0,1.0,2.0,13.0,2.0
474_2_1,6,47402,1,1,44,0,0,1,1,2.0,1.0,2.0,13.0,2.0
474_3_1,6,47403,1,1,61,0,0,1,1,2.0,1.0,2.0,13.0,2.0
474_4_1,5,47404,2,1,35,0,0,1,1,5.0,1.0,2.0,13.0,2.0
474_5_2,7,47405,2,1,25,0,0,1,1,3.0,0.0,2.0,13.0,2.0
474_6_2,7,47406,2,1,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
474_8_1,6,47408,1,1,37,0,0,1,1,2.0,1.0,2.0,13.0,2.0
474_9_2,7,47409,2,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
475_2_1,3,47502,1,1,58,0,0,1,1,6.0,0.0,2.0,13.0,2.0
475_3_1,3,47503,1,1,35,0,0,1,1,2.0,0.0,2.0,13.0,2.0
475_4_2,6,47504,2,2,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
475_5_1,3,47505,1,1,24,0,0,1,1,2.0,2.0,2.0,13.0,2.0
475_6_1,5,47506,1,1,85,0,0,3,2,,,,,
476_1_1,3,47601,1,1,77,0,0,2,1,2.0,0.0,2.0,13.0,2.0
476_2_1,3,47602,1,1,43,0,2,1,1,2.0,0.0,2.0,13.0,2.0
476_3_1,2,47603,2,1,61,0,0,1,1,2.0,0.0,2.0,13.0,2.0
476_4_1,2,47604,1,1,57,0,0,1,1,2.0,0.0,2.0,13.0,2.0
476_5_1,3,47605,1,1,50,0,0,1,1,2.0,0.0,2.0,13.0,2.0
476_6_2,4,47606,2,2,45,0,0,1,1,2.0,0.0,2.0,13.0,2.0
476_7_1,5,47607,1,1,64,0,0,1,1,3.0,0.0,2.0,13.0,2.0
476_8_2,5,47608,2,2,30,0,0,1,1,2.0,0.0,2.0,13.0,2.0
477_1_1,4,47701,2,1,59,0,0,1,1,2.0,0.0,2.0,2.0,2.0
477_2_1,4,47702,1,1,43,0,0,1,1,3.0,0.0,2.0,2.0,2.0
477_3_2,4,47703,2,2,49,0,0,1,1,2.0,0.0,2.0,2.0,2.0
477_4_3,4,47704,1,4,35,0,2,1,1,3.0,0.0,2.0,2.0,2.0
477_5_1,4,47705,1,1,60,0,1,1,1,2.0,0.0,2.0,2.0,2.0
477_8_1,5,47708,2,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
477_9_1,5,47709,1,1,56,0,0,1,1,3.0,0.0,2.0,2.0,2.0
478_1_1,5,47801,1,1,49,0,0,1,1,3.0,0.0,2.0,13.0,2.0
478_2_1,4,47802,1,1,63,0,0,1,1,2.0,0.0,2.0,13.0,2.0
478_3_1,5,47803,1,1,72,0,0,1,1,1.0,0.0,2.0,13.0,2.0
478_5_1,4,47805,1,1,34,0,0,1,1,2.0,0.0,2.0,13.0,2.0
478_6_1,5,47806,1,1,44,0,1,1,1,2.0,0.0,2.0,13.0,2.0
478_7_1,5,47807,1,1,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
478_8_1,5,47808,1,1,41,0,0,1,1,2.0,0.0,2.0,13.0,2.0
479_2_4,7,47902,2,9,35,0,0,1,1,9.0,1.0,2.0,13.0,2.0
479_3_1,6,47903,1,1,46,0,1,1,1,3.0,0.0,2.0,13.0,2.0
479_4_1,5,47904,1,1,50,0,0,1,1,3.0,0.0,2.0,13.0,2.0
479_5_1,2,47905,1,1,66,0,0,1,1,2.0,0.0,2.0,13.0,2.0
479_6_1,3,47906,1,1,71,0,0,2,1,2.0,0.0,2.0,13.0,2.0
479_7_1,4,47907,1,1,45,0,0,1,1,3.0,0.0,2.0,13.0,2.0
479_8_1,3,47908,1,1,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
480_2_1,5,48002,1,1,56,0,0,1,1,2.0,1.0,2.0,13.0,2.0
480_3_1,6,48003,1,1,52,0,0,1,1,2.0,1.0,2.0,13.0,2.0
480_5_1,4,48005,1,1,56,0,0,1,1,1.0,1.0,2.0,13.0,2.0
480_6_1,4,48006,1,1,30,0,1,2,1,2.0,1.0,2.0,13.0,2.0
480_9_1,4,48009,1,1,56,0,0,1,1,2.0,1.0,2.0,13.0,2.0
480_10_1,4,48010,2,1,54,0,0,2,1,2.0,1.0,2.0,13.0,2.0
480_11_1,4,48011,1,1,64,0,0,1,1,2.0,1.0,2.0,13.0,2.0
480_12_1,3,48012,1,1,63,0,0,2,1,1.0,1.0,2.0,13.0,2.0
481_1_2,8,48101,2,2,68,0,0,1,1,3.0,0.0,2.0,13.0,2.0
481_3_2,8,48103,2,2,48,0,0,1,1,9.0,0.0,2.0,13.0,2.0
481_4_2,8,48104,2,2,63,0,0,1,1,5.0,3.0,2.0,13.0,2.0
481_6_1,8,48106,2,1,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
481_7_1,7,48107,1,1,46,0,0,1,1,3.0,0.0,2.0,13.0,2.0
481_8_1,9,48108,1,1,60,4,0,1,1,6.0,0.0,2.0,13.0,2.0
482_2_2,5,48202,2,2,28,0,0,1,1,3.0,0.0,2.0,13.0,2.0
482_3_1,8,48203,1,1,42,0,0,1,1,3.0,0.0,2.0,13.0,2.0
482_7_2,6,48207,2,2,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
482_8_1,7,48208,1,1,47,0,0,1,1,2.0,0.0,2.0,13.0,2.0
483_1_3,9,48301,2,9,36,0,0,1,1,9.0,0.0,2.0,13.0,2.0
483_2_1,7,48302,1,1,62,0,0,1,1,2.0,0.0,2.0,8.0,2.0
483_3_1,8,48303,1,1,63,0,0,1,1,9.0,0.0,2.0,13.0,2.0
483_4_2,6,48304,2,2,43,0,0,1,1,2.0,0.0,2.0,13.0,2.0
483_5_1,8,48305,2,1,58,0,0,1,1,3.0,0.0,2.0,13.0,2.0
483_6_2,9,48306,2,2,34,0,0,1,1,9.0,4.0,2.0,13.0,2.0
483_7_1,7,48307,1,1,50,0,0,1,1,6.0,0.0,2.0,13.0,2.0
483_9_2,8,48309,2,2,51,0,0,1,1,9.0,0.0,2.0,13.0,2.0
484_3_1,9,48403,1,1,47,0,0,1,1,9.0,0.0,2.0,13.0,2.0
484_4_1,6,48404,1,1,44,0,0,1,1,2.0,0.0,2.0,13.0,2.0
484_5_3,7,48405,2,9,47,0,0,1,1,3.0,0.0,2.0,13.0,2.0
484_7_3,7,48407,2,9,60,0,0,1,1,2.0,0.0,2.0,13.0,2.0
484_9_2,9,48409,2,2,41,0,0,1,1,3.0,0.0,2.0,13.0,2.0
484_11_1,8,48411,1,1,65,0,0,1,1,3.0,0.0,2.0,13.0,2.0
