psu_hh_idcode,hhid,rating_filled,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
212_2_2,21202,4.0,2,2,48,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
212_2_3,21202,4.0,1,4,19,0,2,1.0,1.0,3.0,0.0,1.0,,
212_3_2,21203,5.0,2,2,32,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
212_3_3,21203,5.0,2,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
212_3_4,21203,5.0,1,4,9,0,2,1.0,1.0,0.0,2.0,1.0,,
212_4_2,21204,5.0,2,2,64,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
212_4_3,21204,5.0,1,4,30,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
212_4_4,21204,5.0,1,4,28,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
212_5_1,21205,3.0,1,1,26,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
212_5_3,21205,3.0,1,4,1,0,2,,,,,,,
212_8_1,21208,7.0,1,1,63,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
212_8_2,21208,7.0,2,2,59,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
212_9_2,21209,3.0,1,4,17,0,1,1.0,1.0,2.0,0.0,1.0,,
212_9_3,21209,3.0,2,12,79,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
213_2_2,21302,2.0,2,2,31,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
213_2_3,21302,2.0,1,4,8,0,2,2.0,1.0,0.0,1.0,1.0,,
213_2_4,21302,2.0,2,4,3,0,2,,,,,,,
213_3_2,21303,4.0,2,2,59,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
213_4_2,21304,8.0,2,2,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
213_5_2,21305,5.0,2,2,72,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
213_6_2,21306,5.0,2,2,45,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
213_6_3,21306,5.0,1,4,22,0,2,1.0,1.0,3.0,0.0,2.0,4.0,2.0
213_6_4,21306,5.0,2,4,17,0,2,3.0,2.0,,,,,
213_7_2,21307,5.0,2,2,64,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
213_8_2,21308,4.0,2,2,66,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
213_8_3,21308,4.0,1,4,37,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
213_8_4,21308,4.0,2,9,33,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
213_8_5,21308,4.0,2,5,6,0,2,2.0,2.0,,,,,
213_8_6,21308,4.0,2,5,5,0,2,,,,,,,
213_8_7,21308,4.0,2,5,3,0,2,,,,,,,
214_2_2,21402,6.0,1,4,39,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
214_2_3,21402,6.0,2,9,26,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
214_2_4,21402,6.0,1,5,5,0,2,,,,,,,
214_3_2,21403,5.0,2,2,57,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
214_5_1,21405,8.0,1,1,64,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
214_5_3,21405,8.0,1,4,32,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
214_5_4,21405,8.0,1,4,25,10,2,1.0,1.0,3.0,0.0,1.0,,
214_7_2,21407,3.0,2,2,64,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
214_7_3,21407,3.0,1,4,35,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
214_7_4,21407,3.0,1,4,30,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
214_8_1,21408,5.0,1,1,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
214_8_3,21408,5.0,1,4,10,0,2,1.0,1.0,0.0,0.0,1.0,,
214_8_4,21408,5.0,1,4,7,0,2,1.0,1.0,0.0,1.0,1.0,,1.0
214_10_2,21410,6.0,2,2,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
214_10_3,21410,6.0,1,4,26,0,2,1.0,1.0,6.0,0.0,2.0,4.0,2.0
214_11_3,21411,6.0,2,4,21,6,1,1.0,1.0,7.0,0.0,2.0,1.0,
214_11_4,21411,6.0,2,4,19,0,1,1.0,1.0,3.0,0.0,1.0,,
214_11_5,21411,6.0,1,4,16,0,1,1.0,1.0,2.0,0.0,1.0,,
215_1_2,21501,3.0,2,2,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
215_1_3,21501,3.0,1,4,35,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
215_1_4,21501,3.0,2,9,35,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
215_1_5,21501,3.0,1,6,15,0,2,1.0,1.0,2.0,1.0,1.0,,
215_1_6,21501,3.0,2,6,10,0,2,1.0,1.0,0.0,1.0,1.0,,
215_1_7,21501,3.0,2,6,6,0,2,2.0,2.0,,,,,
215_2_2,21502,3.0,1,4,53,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
215_2_3,21502,3.0,2,9,53,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
215_2_4,21502,3.0,1,6,20,0,2,1.0,1.0,2.0,0.0,2.0,2.0,2.0
215_4_2,21504,4.0,2,4,5,0,1,,,,,,,
215_4_3,21504,4.0,2,4,1,0,1,,,,,,,
215_6_2,21506,5.0,2,4,45,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
215_7_2,21507,3.0,2,2,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
215_9_2,21509,3.0,2,2,40,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
215_9_3,21509,3.0,1,4,7,0,2,1.0,1.0,0.0,2.0,1.0,,
216_1_2,21601,3.0,2,2,61,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
216_2_2,21602,4.0,2,2,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
216_2_3,21602,4.0,2,4,15,0,2,1.0,1.0,2.0,0.0,1.0,,
216_2_4,21602,4.0,1,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
216_4_2,21604,4.0,2,2,33,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
216_4_3,21604,4.0,1,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
216_4_4,21604,4.0,1,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
216_6_2,21606,4.0,2,2,69,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
216_7_2,21607,5.0,2,2,61,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
216_7_3,21607,5.0,1,4,31,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
216_7_4,21607,5.0,2,9,26,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
216_7_5,21607,5.0,2,6,1,0,2,,,,,,,
216_8_2,21608,4.0,2,2,35,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
216_8_3,21608,4.0,1,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
216_8_4,21608,4.0,2,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
217_1_1,21701,3.0,1,1,44,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
217_1_3,21701,3.0,2,4,18,0,2,1.0,1.0,2.0,1.0,1.0,,
217_1_4,21701,3.0,1,4,15,0,2,1.0,1.0,2.0,1.0,1.0,,
217_3_1,21703,4.0,1,1,63,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_3_2,21703,4.0,2,2,52,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_3_3,21703,4.0,2,4,31,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_3_6,21703,4.0,2,5,0,0,1,,,,,,,
217_4_1,21704,4.0,1,1,73,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_4_2,21704,4.0,2,2,72,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_4_3,21704,4.0,2,4,34,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
217_4_4,21704,4.0,2,5,4,0,1,,,,,,,
217_5_1,21705,4.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
217_6_1,21706,3.0,1,1,59,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
217_6_3,21706,3.0,1,4,28,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
217_9_1,21709,3.0,1,1,67,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
217_9_2,21709,3.0,2,2,65,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
217_9_4,21709,3.0,2,9,25,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
217_9_5,21709,3.0,2,6,8,0,2,1.0,1.0,0.0,0.0,1.0,,
217_9_6,21709,3.0,2,6,4,0,2,,,,,,,
217_9_7,21709,3.0,1,6,3,0,2,,,,,,,
218_1_2,21801,3.0,2,2,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_1_3,21801,3.0,1,4,16,0,2,1.0,1.0,2.0,1.0,1.0,,
218_1_4,21801,3.0,2,4,10,0,2,1.0,1.0,0.0,1.0,1.0,,
218_3_2,21803,4.0,2,2,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_3_4,21803,4.0,2,4,13,0,2,1.0,1.0,1.0,1.0,1.0,,
218_4_2,21804,3.0,2,2,54,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_5_2,21805,1.0,2,2,49,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_5_3,21805,1.0,1,4,20,0,2,2.0,1.0,1.0,0.0,2.0,8.0,2.0
218_5_4,21805,1.0,2,4,16,0,2,1.0,1.0,2.0,1.0,2.0,1.0,1.0
218_5_5,21805,1.0,2,4,11,0,2,1.0,1.0,1.0,1.0,1.0,,
218_5_6,21805,1.0,1,4,9,0,2,1.0,1.0,0.0,1.0,1.0,,
218_6_2,21806,4.0,2,2,60,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
218_6_3,21806,4.0,2,4,31,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_7_2,21807,4.0,2,2,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
218_7_3,21807,4.0,1,4,20,0,2,1.0,1.0,3.0,0.0,2.0,2.0,2.0
218_7_4,21807,4.0,2,4,18,0,2,1.0,1.0,3.0,0.0,2.0,1.0,1.0
218_8_2,21808,4.0,2,2,71,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
218_8_3,21808,4.0,2,9,38,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
218_8_4,21808,4.0,1,6,15,0,1,1.0,1.0,2.0,1.0,1.0,,
219_1_2,21901,4.0,2,2,39,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
219_1_3,21901,4.0,2,4,17,0,2,1.0,1.0,2.0,1.0,1.0,,
219_1_4,21901,4.0,1,4,16,0,2,1.0,1.0,2.0,1.0,1.0,,
219_1_5,21901,4.0,1,4,13,0,2,1.0,1.0,1.0,1.0,1.0,,
219_2_2,21902,6.0,2,2,51,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
219_2_3,21902,6.0,1,4,27,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
219_2_4,21902,6.0,2,9,18,0,0,1.0,1.0,6.0,0.0,2.0,13.0,1.0
219_2_5,21902,6.0,1,6,0,0,2,,,,,,,
219_3_2,21903,3.0,2,2,33,0,0,1.0,2.0,,,,,
219_3_3,21903,3.0,1,4,6,0,2,2.0,1.0,0.0,2.0,1.0,,1.0
219_3_4,21903,3.0,2,4,2,0,2,,,,,,,
219_3_5,21903,3.0,1,4,1,0,2,,,,,,,
219_4_2,21904,5.0,1,4,49,0,1,1.0,1.0,1.0,0.0,2.0,13.0,2.0
219_4_3,21904,5.0,2,9,51,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
219_5_1,21905,8.0,1,1,56,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
219_5_3,21905,8.0,2,7,93,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
219_6_2,21906,4.0,2,2,46,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
219_6_3,21906,4.0,2,4,15,0,2,1.0,1.0,2.0,1.0,1.0,,
219_6_4,21906,4.0,2,4,13,0,2,1.0,1.0,1.0,1.0,1.0,,
219_6_5,21906,4.0,2,4,9,0,2,1.0,1.0,0.0,1.0,1.0,,
219_6_6,21906,4.0,2,4,7,0,2,1.0,1.0,0.0,1.0,2.0,2.0,1.0
219_7_2,21907,5.0,2,2,51,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
219_7_3,21907,5.0,1,4,27,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
219_8_2,21908,5.0,2,2,81,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
219_8_3,21908,5.0,1,4,47,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
219_8_4,21908,5.0,2,9,44,1,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
219_8_5,21908,5.0,2,6,18,1,2,1.0,1.0,3.0,1.0,1.0,,
219_8_6,21908,5.0,1,6,15,0,2,1.0,1.0,2.0,1.0,1.0,,
220_1_1,22001,3.0,1,1,47,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_1_3,22001,3.0,1,4,19,0,2,1.0,1.0,2.0,0.0,2.0,13.0,1.0
220_1_4,22001,3.0,1,4,13,0,2,1.0,1.0,1.0,2.0,1.0,,
220_1_5,22001,3.0,1,4,13,0,2,1.0,1.0,1.0,2.0,1.0,,
220_1_6,22001,3.0,1,4,11,0,2,1.0,1.0,0.0,2.0,1.0,,
220_3_2,22003,3.0,2,2,42,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_3_3,22003,3.0,2,4,19,10,2,1.0,1.0,3.0,3.0,1.0,,
220_3_4,22003,3.0,1,4,16,0,2,1.0,1.0,2.0,3.0,2.0,1.0,
220_3_5,22003,3.0,2,7,78,0,0,3.0,2.0,,,,,
220_4_2,22004,5.0,2,2,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_5_2,22005,4.0,1,4,27,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_5_3,22005,4.0,1,4,18,0,1,1.0,1.0,2.0,0.0,2.0,13.0,1.0
220_5_4,22005,4.0,1,4,15,0,1,1.0,1.0,2.0,0.0,1.0,,
220_5_5,22005,4.0,1,4,25,0,1,1.0,1.0,3.0,2.0,1.0,,
220_7_2,22007,5.0,2,2,50,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_7_3,22007,5.0,1,4,25,0,2,1.0,1.0,2.0,2.0,2.0,13.0,2.0
221_1_1,22101,2.0,1,1,76,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
221_1_2,22101,2.0,2,2,68,0,0,3.0,2.0,,,,,
221_1_4,22101,2.0,2,9,18,0,0,3.0,2.0,,,,,
221_1_5,22101,2.0,2,6,1,0,2,,,,,,,
221_3_1,22103,2.0,1,1,69,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
221_3_3,22103,2.0,1,4,26,0,2,1.0,1.0,7.0,1.0,2.0,13.0,2.0
221_4_2,22104,3.0,2,2,68,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
221_4_3,22104,3.0,1,4,32,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
221_4_4,22104,3.0,2,9,23,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
221_4_5,22104,3.0,2,6,3,0,2,,,,,,,
221_4_6,22104,3.0,2,6,0,0,2,,,,,,,
221_5_1,22105,3.0,1,1,52,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
221_5_3,22105,3.0,1,4,32,0,2,1.0,1.0,3.0,3.0,1.0,,
221_5_4,22105,3.0,2,4,17,0,2,1.0,1.0,2.0,3.0,1.0,,
221_6_2,22106,2.0,2,2,47,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
221_6_3,22106,2.0,1,4,16,0,2,1.0,1.0,1.0,0.0,1.0,,
221_6_4,22106,2.0,1,4,14,0,2,1.0,1.0,0.0,0.0,1.0,,
221_7_2,22107,6.0,2,2,53,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
221_7_3,22107,6.0,1,4,24,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
221_7_4,22107,6.0,1,4,29,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
221_7_5,22107,6.0,2,9,25,0,0,1.0,1.0,8.0,1.0,2.0,13.0,2.0
221_7_6,22107,6.0,2,6,7,0,2,3.0,2.0,,,,,
221_7_7,22107,6.0,2,6,3,0,2,,,,,,,
221_8_1,22108,1.0,1,1,59,0,0,3.0,2.0,,,,,
221_8_3,22108,1.0,1,4,26,0,2,2.0,1.0,1.0,1.0,2.0,13.0,2.0
221_8_4,22108,1.0,2,4,18,0,0,3.0,2.0,,,,,
222_1_2,22201,3.0,2,2,64,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
222_2_2,22202,3.0,2,2,47,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
222_2_3,22202,3.0,2,4,23,0,2,1.0,1.0,9.0,0.0,2.0,13.0,
222_2_4,22202,3.0,2,4,18,0,2,1.0,1.0,3.0,0.0,1.0,,
222_2_5,22202,3.0,2,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
222_3_2,22203,1.0,2,2,27,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
222_3_3,22203,1.0,2,4,8,0,2,2.0,1.0,0.0,1.0,1.0,,
222_3_4,22203,1.0,1,4,3,0,2,,,,,,,
222_4_2,22204,5.0,2,2,39,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
222_4_3,22204,5.0,2,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
222_5_2,22205,7.0,2,2,50,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
222_6_2,22206,2.0,2,2,32,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
222_6_3,22206,2.0,1,4,11,0,2,1.0,1.0,0.0,2.0,1.0,,
222_6_4,22206,2.0,1,4,7,0,2,2.0,1.0,0.0,2.0,1.0,,
222_7_2,22207,4.0,2,2,76,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
222_8_2,22208,2.0,2,2,46,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
222_8_3,22208,2.0,1,4,28,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
222_8_4,22208,2.0,1,4,18,0,2,1.0,1.0,2.0,0.0,2.0,13.0,1.0
223_1_2,22301,5.0,2,2,63,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
223_2_2,22302,7.0,2,2,51,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
223_2_3,22302,7.0,2,4,23,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
223_2_4,22302,7.0,1,4,20,0,2,1.0,1.0,3.0,0.0,1.0,,
223_3_2,22303,4.0,2,2,59,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
223_4_2,22304,3.0,2,2,61,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
223_4_3,22304,3.0,1,4,41,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_4_4,22304,3.0,1,4,36,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_5_2,22305,3.0,2,2,49,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_5_3,22305,3.0,2,4,23,0,2,1.0,1.0,9.0,0.0,2.0,13.0,2.0
223_5_4,22305,3.0,2,4,20,0,2,1.0,1.0,3.0,0.0,1.0,,
223_6_2,22306,3.0,2,2,70,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
223_7_2,22307,7.0,2,2,44,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_7_3,22307,7.0,1,4,18,0,2,1.0,1.0,6.0,0.0,1.0,,
223_8_2,22308,4.0,2,2,53,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_8_3,22308,4.0,1,9,36,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_8_4,22308,4.0,2,4,32,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
223_8_5,22308,4.0,1,6,2,0,2,,,,,,,
223_8_6,22308,4.0,2,4,16,0,2,1.0,1.0,2.0,1.0,1.0,,
224_1_2,22401,5.0,2,2,64,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_2_2,22402,3.0,2,2,60,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_3_2,22403,4.0,2,2,42,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
224_3_3,22403,4.0,2,4,17,0,2,1.0,1.0,2.0,1.0,1.0,,
224_3_4,22403,4.0,2,4,13,0,2,1.0,1.0,1.0,2.0,1.0,,
224_3_5,22403,4.0,1,4,9,0,2,1.0,1.0,0.0,2.0,1.0,,
224_3_6,22403,4.0,2,7,67,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_4_2,22404,3.0,2,2,42,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_4_3,22404,3.0,2,4,16,0,2,1.0,1.0,1.0,0.0,2.0,13.0,1.0
224_4_4,22404,3.0,1,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
224_5_2,22405,3.0,2,2,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_6_2,22406,3.0,2,2,37,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_6_3,22406,3.0,2,4,24,0,2,1.0,1.0,3.0,0.0,2.0,13.0,2.0
224_6_4,22406,3.0,1,4,20,0,2,1.0,1.0,3.0,0.0,1.0,,
224_7_2,22407,6.0,2,2,56,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
224_8_2,22408,5.0,2,2,48,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
224_8_3,22408,5.0,1,4,17,0,2,1.0,1.0,2.0,0.0,1.0,,
225_2_2,22502,7.0,2,2,56,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
225_2_3,22502,7.0,1,4,26,1,2,1.0,1.0,7.0,0.0,2.0,12.0,2.0
225_2_4,22502,7.0,2,7,25,1,0,1.0,1.0,9.0,0.0,2.0,12.0,2.0
225_2_5,22502,7.0,1,6,2,1,2,,,,,,,
225_5_2,22505,5.0,2,2,46,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
225_5_3,22505,5.0,1,4,19,9,2,1.0,1.0,3.0,0.0,1.0,,
225_5_4,22505,5.0,1,4,16,0,2,1.0,1.0,2.0,0.0,1.0,,
225_5_5,22505,5.0,1,4,12,0,2,1.0,1.0,1.0,0.0,1.0,,
225_7_2,22507,5.0,2,2,60,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
225_10_2,22510,4.0,2,2,44,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
225_11_2,22511,3.0,2,2,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
225_11_3,22511,3.0,1,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
225_11_4,22511,3.0,1,4,7,0,2,1.0,2.0,,,,,
225_12_2,22512,1.0,2,2,46,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
225_12_3,22512,1.0,1,4,19,0,2,1.0,1.0,2.0,0.0,1.0,,
225_12_4,22512,1.0,1,4,14,0,2,1.0,1.0,1.0,0.0,1.0,,
226_1_2,22601,2.0,2,2,59,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
226_2_2,22602,1.0,2,2,45,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
226_2_3,22602,1.0,1,4,22,0,2,1.0,1.0,2.0,0.0,2.0,4.0,2.0
226_2_4,22602,1.0,1,4,18,0,2,1.0,1.0,2.0,0.0,1.0,,
226_2_5,22602,1.0,1,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
226_5_2,22605,2.0,2,2,62,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
226_5_3,22605,2.0,1,4,33,0,2,1.0,1.0,2.0,0.0,2.0,12.0,2.0
226_5_4,22605,2.0,2,9,25,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
226_5_5,22605,2.0,2,5,4,0,2,,,,,,,
226_5_6,22605,2.0,1,5,0,0,2,,,,,,,
226_6_2,22606,1.0,2,2,32,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
226_6_3,22606,1.0,1,4,10,0,2,1.0,1.0,0.0,0.0,1.0,,
226_6_4,22606,1.0,1,4,6,0,2,3.0,2.0,,,,,
226_8_3,22608,3.0,2,4,13,0,2,1.0,1.0,1.0,0.0,1.0,,
226_8_4,22608,3.0,1,4,10,0,2,1.0,1.0,0.0,0.0,1.0,,
226_10_2,22610,2.0,1,4,41,0,1,1.0,1.0,6.0,0.0,2.0,13.0,2.0
226_10_3,22610,2.0,2,9,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
226_10_4,22610,2.0,2,5,15,0,2,1.0,1.0,2.0,0.0,1.0,,
226_10_5,22610,2.0,1,5,13,0,2,1.0,1.0,1.0,0.0,1.0,,
226_10_6,22610,2.0,1,5,12,0,2,1.0,1.0,1.0,0.0,1.0,,
227_1_2,22701,3.0,2,2,31,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_1_3,22701,3.0,2,4,10,0,2,1.0,1.0,0.0,0.0,1.0,,
227_1_4,22701,3.0,1,4,9,0,2,1.0,1.0,0.0,0.0,1.0,,
227_1_5,22701,3.0,1,4,5,0,2,,,,,,,
227_1_6,22701,3.0,1,7,100,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_1_7,22701,3.0,2,7,75,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_1_8,22701,3.0,1,8,26,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_1_9,22701,3.0,2,10,19,0,0,1.0,1.0,2.0,0.0,2.0,13.0,1.0
227_2_2,22702,3.0,2,2,60,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
227_2_3,22702,3.0,1,4,30,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_2_4,22702,3.0,1,4,28,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_4_2,22704,4.0,2,2,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_4_3,22704,4.0,1,4,28,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_4_4,22704,4.0,2,9,17,0,0,1.0,1.0,2.0,0.0,2.0,13.0,1.0
227_6_1,22706,3.0,1,1,42,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
227_6_3,22706,3.0,2,4,11,0,2,1.0,1.0,1.0,0.0,1.0,,
227_6_4,22706,3.0,2,4,7,0,2,1.0,1.0,0.0,0.0,1.0,,
227_6_5,22706,3.0,1,4,4,0,2,,,,,,,
227_6_6,22706,3.0,2,7,84,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
227_7_2,22707,2.0,2,2,42,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
